ProductsName,Product Cost,Feedbacks,Link,Product_Img_Link,Details
UrbanMooch Red ONION Shampoo + ONION Conditioner For ( Men & Women) Ultimate Hair Combo- (2 Items in the set)-200ml-Packof-2-Bottle- Hair Oil  (400 ml),646.4000000000001,Good product.... :- Very good product :- Good,https://www.flipkart.com/urbanmooch-red-onion-shampoo-conditioner-men-women-ultimate-hair-combo-2-items-set-200ml-packof-2-bottle-oil/p/itme318214580561?pid=HOLG3ZKCZYW6KDC4&lid=LSTHOLG3ZKCZYW6KDC4OOH16Y&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_18_705&otracker=search&fm=organic&iid=ae1edc5b-fde2-44ca-b6d6-a8f873423ef8.HOLG3ZKCZYW6KDC4.SEARCH&ppt=None&ppn=None&ssid=sqfyzxgp9c0000001687547494120&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kpu3frk0/hair-oil/9/l/a/400-red-onion-shampoo-onion-conditioner-for-men-women-ultimate-original-imag3zkcmr9hyfjz.jpeg?q=70,"UrbanMooch Red Onion hair Oil and Onion Conditioner Hair Combo helps to reduce hair fall and promote hair growth. It effectively fights against dandruff and itchy scalp.Pack of	2
Sales Package	1 bottle of 200ml red onion shampoo, 1 bottle of 200ml onion conditionerFor Men & Women Suitable For All Hair Types Applied For Stress Relief, Lustre & Shine, Anti-hair Fall, Conditioning, Hair Thickening, Removing Lice, Hair Strengthening, Anti-dandruff, Hair Growth Sulfate Free"
"HAIR4U Anti-hair Loss Shampoo & Conditioner ,100 ml -Pack of 4  (400 ml)",2419.2000000000003,Good product :- good product👌 :- Good,https://www.flipkart.com/hair4u-anti-hair-loss-shampoo-conditioner-100-ml-pack-4/p/itma0629c2c3a886?pid=SMPGHG7QS6BN9JZH&lid=LSTSMPGHG7QS6BN9JZHJLVMSI&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_19_730&otracker=search&fm=organic&iid=2056f5a4-70ff-4022-88bb-cd73c59a5ae4.SMPGHG7QS6BN9JZH.SEARCH&ppt=None&ppn=None&ssid=aa4r8iuerk0000001687547495692&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/j/d/n/400-anti-hair-loss-shampoo-conditioner-100-ml-x-pack-of-4-hair4u-original-imaghg7qjubgjev8.jpeg?q=70,"Hair4U shampoo is a unique formulation that has the power of 5 vital ingredients, i.e. Trispire Vitalize, Vitamin E, Niacinamide, Caffeine, and Fision KeraVeg 18, that promote hair growth and keep your hair healthy.Applied For	Anti-hair Fall
Hair Type	All Hair Types
Ideal For	Men & Women
pack_of	4
Country of Origin	IndiaAnti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
HEAD & SHOULDERS 2 in 1 Anti Dandruff Shampoo + Conditioner Active Protect Pack Of 1  (340 ml),632.0,Good :- Super :- Nice,https://www.flipkart.com/head-shoulders-2-1-anti-dandruff-shampoo-conditioner-active-protect-pack/p/itm41386e6453733?pid=SMPFZVHVZWTZTHRF&lid=LSTSMPFZVHVZWTZTHRFYIKYNZ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_19_760&otracker=search&fm=organic&iid=2056f5a4-70ff-4022-88bb-cd73c59a5ae4.SMPFZVHVZWTZTHRF.SEARCH&ppt=None&ppn=None&ssid=aa4r8iuerk0000001687547495692&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kkk1vgw0/shampoo/5/a/v/340-2-in-1-anti-dandruff-shampoo-conditioner-active-protect-pack-original-imafzvhvtfkbesrk.jpeg?q=70,"All types of shampoos are giving you best result for all types of hair problem all shampoo are best for you. Nourish your scalp with the moisturizing goodness of real natural effect softens and cleanses your hair leaving it healthier with every wash. Giving Long Strongest & Best Hair .giving You All Problems Free Hair Afte Use This ShampooApplied For	Anti-dandruff, Scalp Cleansing
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaAnti-dandruff, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients: On Tag"
BIOTIQUE Neem Margosa Anti - Dandruff Shampoo & Conditioner  (650),720.0,Good :- good product :- Best shampoo in this range,https://www.flipkart.com/biotique-neem-margosa-anti-dandruff-shampoo-conditioner/p/itm663304cc2bb87?pid=SMPG4YGYQYENJV6C&lid=LSTSMPG4YGYQYENJV6CIN0FGO&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_20_766&otracker=search&fm=organic&iid=601433b2-46df-47c8-8851-7a32ed64f0c1.SMPG4YGYQYENJV6C.SEARCH&ppt=None&ppn=None&ssid=whuqkyizkg0000001687547497254&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kpvivm80/shampoo/4/2/y/650-neem-margosa-anti-dandruff-shampoo-conditioner-biotique-original-imag4ygshn7va7xz.jpeg?q=70,"This refreshing formula blends the natural sap of the margosa and euphorbia trees with the bhringraj herb to control dandruff. Eliminates the dryness, flaking and itching associated with dandruff. Special pH balanced formula is gentle enough for use every day. Leaves hair fresh, lustrous and full of natural body.Applied For	Daily Care
Hair Type	Normal Hair
Composition	Neem
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	INDIADaily Care Shampoo Ideal For: Men & Women Suitable For: Normal Hair Composition: Neem"
BIOTIQUE Green Apple Shine & Gloss Shampoo & Conditioner For Healthy Hair 180ml Pack of 2  (360 ml),512.0,Super shampoo good,https://www.flipkart.com/biotique-green-apple-shine-gloss-shampoo-conditioner-healthy-hair-180ml-pack-2/p/itmb86aa704f105c?pid=SMPGHHY6CHQF6FNF&lid=LSTSMPGHHY6CHQF6FNFKJDLMO&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_20_769&otracker=search&fm=organic&iid=601433b2-46df-47c8-8851-7a32ed64f0c1.SMPGHHY6CHQF6FNF.SEARCH&ppt=None&ppn=None&ssid=whuqkyizkg0000001687547497254&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/l/c/u/360-green-apple-shine-gloss-shampoo-conditioner-for-healthy-hair-original-imaghhy5ugwyetez.jpeg?q=70,"This refreshing formula is blended with pure green apple extract, sea algae and centella, to purify and nourish the scalp and hair with natural minerals and proteins. Special pH balanced formula is gentle enough to use every day. Leaves hair refreshed and full of natural body and shine. Ideal For: Men & WomenApplied For	Daily Care, Deep Conditioning, Hair Shine, Scalp Cleansing
Hair Type	Oily Hair
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Daily Care, Deep Conditioning, Hair Shine, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: Oily Hair"
Feonnaa New Aroma Shampoo with Conditioner 100 ml (Pack of 3)  (300 ml),894.4000000000001,Nice,https://www.flipkart.com/feonnaa-new-aroma-shampoo-conditioner-100-ml-pack-3/p/itm9bcbfda5e8216?pid=SMPFTH24YKJWBF5H&lid=LSTSMPFTH24YKJWBF5HWQAQUT&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_20_783&otracker=search&fm=organic&iid=601433b2-46df-47c8-8851-7a32ed64f0c1.SMPFTH24YKJWBF5H.SEARCH&ppt=None&ppn=None&ssid=whuqkyizkg0000001687547497254&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kmf7ki80/shampoo/y/s/q/100-new-aroma-shampoo-with-conditioner-100-feonnaa-original-imagfcfgffhtgjck.jpeg?q=70,"Feonnaa Aroma Shampoo with Conditioner brings together Extract of Aloe Vera, Extract of Amla, Extract of Shikakai& Deep sea mineral which are very rich in anti-oxidants, vitamins and minerals including Vitamins A, C, D, E, B-complex, essential fatty acids Omega 6 and 9, calcium etc. Hair care starts with good scalp care. Use Feonnaa Aroma Shampoo with to gently cleanse the hair and scalp. Its vitamins and minerals also supply the hair with the essential nutrients needed for additional care of thin and weak hair. It repairs and strengthens the hair follicles to revitalize hair, strengthen hair, and reduce hair fall.Applied For	Damage Repair, Anti-hair Fall, Hair Shine, Anti-dandruff
Hair Type	Normal Hair
Composition	Extract of Aloe Vera, Amla, Shikakai, Aqua, Deep Sea Mineral, Cocomidorproply, Betaine, Glycerin, Vitamin –E, CDEA, Glycol Disterate, Herbal formulated base qs
Container Type	Plastic Bottle
Ideal For	Women
pack_of	3Damage Repair, Anti-hair Fall, Hair Shine, Anti-dandruff Shampoo Ideal For: Women Suitable For: Normal Hair Composition: Extract of Aloe Vera, Amla, Shikakai, Aqua, Deep Sea Mineral, Cocomidorproply, Betaine, Glycerin, Vitamin –E, CDEA, Glycol Disterate, Herbal formulated base qs"
"Good Hair Macadamia Nut, Avocado, Biotin Shampoo & Conditioner  (2 Items in the set)",852.8000000000001,Good product :- Good :- I love this product ❤️💕,https://www.flipkart.com/good-hair-macadamia-nut-avocado-biotin-shampoo-conditioner/p/itmd4123d90b9fc1?pid=CBKGYZJJSXSYC76W&lid=LSTCBKGYZJJSXSYC76WZTWNJA&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_21_803&otracker=search&fm=organic&iid=f0635bfd-0996-45d2-9690-cda5f92ed427.CBKGYZJJSXSYC76W.SEARCH&ppt=None&ppn=None&ssid=0fxlsrv67k0000001687547498700&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kqpj4i80/combo-kit/u/6/p/macadamia-nut-avocado-biotin-shampoo-conditioner-gh-mac-shco-original-imag4nzgaakchp38.jpeg?q=70,"GOOD HAIR Shampoo Drench your dry, damaged strands in an ultra-moisturising luxurious blend infused with exotic macadamia nut oil, avocado and biotin. This volumising shampoo is rich in fatty acids, vitamins and anti-oxidants which may get deep into the roots and form a layer around your hair. Good Hair Conditioner Experience the deep nourishment from natural ingredients like macadamia nut oil, avocado and biotin. Good hair conditioner is made with a unique formula to help tackle every hair problem differently. Rich in fatty acids, vitamins and anti-oxidants, the conditioner helps to remove frizzy, dry and damaged hair. The conditioner will further help to protect your hair from dust and pollutants and will help in retaining your hair's natural colour and bounce.Model Number	GH_MAC_SHCO
Sales Package	1 Shampoo, 1 Conditioner
Ideal For	Women
Type	Hair Care Combo
Ingredient Type	macadamia nut oil, avocado and biotin
Country of Origin	INDIA
Net Quantity	2Pack of: 2 For: Women Includes Hair Care Combo"
ENAUNIQ Shikakai With Ritha Shampoo EXTRA Conditioner For Nourishing Soft & Smooth Hair  (1000 ml),400.0,Excellent :- Very nice product I love it thanks for flipkart 🥰😍🙏 :- Awesome,https://www.flipkart.com/enauniq-shikakai-ritha-shampoo-extra-conditioner-nourishing-soft-smooth-hair/p/itm2963caa53f07d?pid=SMPGBR5G4MZD86VG&lid=LSTSMPGBR5G4MZD86VGPKEEUT&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_21_823&otracker=search&fm=organic&iid=f0635bfd-0996-45d2-9690-cda5f92ed427.SMPGBR5G4MZD86VG.SEARCH&ppt=None&ppn=None&ssid=0fxlsrv67k0000001687547498700&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/xif0q/shampoo/4/3/x/1000-shikakai-with-ritha-shampoo-extra-conditioner-for-original-imagpqfjfgfn7jkz.jpeg?q=70,"Applied For Hair Growth, Stress Relief, Anti-dandruff, Anti-hair FallApplied For	Straightening & Smoothening, Softening & Silkening, Deep Conditioning, Damage Repair, Anti-dandruff, Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	indiaStraightening & Smoothening, Softening & Silkening, Deep Conditioning, Damage Repair, Anti-dandruff, Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
"BIOTIQUE Bio Green Apple Shampoo and Conditioner, 650 ml Epic Men & Women  (650 ml)",723.2,"Wonderful product :- Wow :- Product is very good, Flipkart service very bad.",https://www.flipkart.com/biotique-bio-green-apple-shampoo-conditioner-650-ml-epic-men-women/p/itm0ac8eaaf3b4f9?pid=SMPFVGZGJETBMFFW&lid=LSTSMPFVGZGJETBMFFWK1SOQ3&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_22_855&otracker=search&fm=organic&iid=9f977149-f2a8-4a68-a1a5-ab92052c7948.SMPFVGZGJETBMFFW.SEARCH&ppt=None&ppn=None&ssid=vzppc71bts0000001687547499934&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kc7zekw0/shampoo/z/k/w/650-biotique-advance-ayurveda-bio-green-apple-shampoo-for-original-imaftdr3hhrvhwfn.jpeg?q=70,"This nourishing shampoo is a blend of pure kelp, natural proteins, peppermint oil and mint leaf extract, to gently cleanse hair and invigorate the scalp for fresh growth and healthier shineApplied For	Daily Care, Hair Volumizing, Hair Shine, Nourishment & Moisturization
Hair Type	All Hair Types
Ideal For	Men & WomenDaily Care, Hair Volumizing, Hair Shine, Nourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
KHADI NATURAL Honey & Vanilla Hair Cleanser/Shampoo and Hair Conditioner (Pack of 2)  (420 ml),408.0,The shampoo is really good . :- Natural and guinuine product scent is very good.,https://www.flipkart.com/khadi-natural-honey-vanilla-hair-cleanser-shampoo-conditioner-pack-2/p/itmbd0c5d277124b?pid=SMPGEYBYJ2FDYQKH&lid=LSTSMPGEYBYJ2FDYQKHDC9LNZ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_22_864&otracker=search&fm=organic&iid=9f977149-f2a8-4a68-a1a5-ab92052c7948.SMPGEYBYJ2FDYQKH.SEARCH&ppt=None&ppn=None&ssid=vzppc71bts0000001687547499934&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l2qhjm80/shampoo/4/c/v/420-honey-vanilla-hair-cleanser-and-hair-conditioner-combo-210ml-original-imageybyngs3ugzw.jpeg?q=70,"Immerse your hair into the goodness of honey and vanilla. What a perfect combination of moisture, Isn’t it? Honey is a life saving ingredient for dry and frizzy hair while the fragrance of vanilla will keep you going happily throughout the day.Applied For	Daily Care
Hair Type	All Hair Types
Ideal For	Men & Women
pack_of	2
Country of Origin	INDIADaily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Parwati Gramudyog Herbal Products Khadi Red Onion Shampoo 100 % Pure & Natural Strengthen Hair Natural Conditioner & Reduce Hair Fall (Improves Hair) (840ml)  (840),1038.4,This Oil very good for hair . if you have hair problem then its a very good product for you. must buy :- Very bad product . Totally waste of money :- Good pruduct,https://www.flipkart.com/parwati-gramudyog-herbal-products-khadi-red-onion-shampoo-100-pure-natural-strengthen-hair-conditioner-reduce-fall-improves-hair-840ml/p/itm0d1ea12dde514?pid=SMPG4ZVUPHNRHPDV&lid=LSTSMPG4ZVUPHNRHPDVJHXOWO&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_22_866&otracker=search&fm=organic&iid=9f977149-f2a8-4a68-a1a5-ab92052c7948.SMPG4ZVUPHNRHPDV.SEARCH&ppt=None&ppn=None&ssid=vzppc71bts0000001687547499934&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kqqykcw0/shampoo/n/v/c/khadi-red-onion-shampoo-100-pure-natural-strengthen-hair-natural-original-imag4zvuffckvgvf.jpeg?q=70,"Red Onion Hair Growth Shampoo by Parwati Gramudyog Herbal Products Khadi is rich in balancing, volatizing and nourish Properties. It is fortified with 27 hair boosters, designed to leave the hair feeling strengthened, manageable and in total control. This rich moisturizing shampoo Penetrates deep into the hair fibers to restore flex ability, repairing, soothing and flourishing roots and scalp adding a healthy luster to the hair, leaving it feeling silky soft, regenerated and totally manageable. Suitable for frequent use on most hair types. It is safe for color treated hair. Formulated With natural and organic plant and seed oils and extracts to strengthen and rejuvenate your hair, leaving it moisturized. Repaired and nourished for a long lasting color and shine.Applied For	Deep Conditioning, Anti-hair Fall, Split-ends, Nourishment & Moisturization, Scalp Cleansing, Anti-dandruff, Frizz Control, Straightening & Smoothening
Hair Type	All Hair Types
Composition	Purifies Water, Reetha Extracts, Aloe Vera Extracts, Red Onion Extracts, Fenugreek Extracts, Amla Extracts, Hibiscus Extract, Base QS.
Container Type	Plastic Bottle
Ideal For	Men & Women
Country of Origin	indiaDeep Conditioning, Anti-hair Fall, Split-ends, Nourishment & Moisturization, Scalp Cleansing, Anti-dandruff, Frizz Control, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Purifies Water, Reetha Extracts, Aloe Vera Extracts, Red Onion Extracts, Fenugreek Extracts, Amla Extracts, Hibiscus Extract, Base QS."
The Skin Story Keratin Hair Care Duo (Shampoo + Conditioner)  (2 Items in the set),782.4000000000001,Very nice product,https://www.flipkart.com/skin-story-keratin-hair-care-duo-shampoo-conditioner/p/itm00ca3032ef4cc?pid=CBKGETBPX9DQJWKN&lid=LSTCBKGETBPX9DQJWKN8RVC7Q&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_22_876&otracker=search&fm=organic&iid=9f977149-f2a8-4a68-a1a5-ab92052c7948.CBKGETBPX9DQJWKN.SEARCH&ppt=None&ppn=None&ssid=vzppc71bts0000001687547499934&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l45xea80/combo-kit/9/r/d/keratin-hair-care-duo-shampoo-conditioner-2-ss-26-the-skin-story-original-imagf4a77hnyxkmh.jpeg?q=70,"The Skin Story Sulphate & Paraben Free Keratin Hair Care Duo is a combo pack of Sulphate free Keratin Shampoo and Keratin Conditioner which is a powerful pair. Packed with moisture, nutrients, all natural and safe ingredients, this combo will make your hair look smoother, stronger and shinier instantly. Keratin, being the key ingredient, will allow hair to retain moisture making it visibly bouncy, stronger and healthy.Model Number	SS-26
Sales Package	1 Shampoo, 1 Conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Ingredient Type	Natural
Other Traits	Paraben Free, Vegan
Country of Origin	India
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo"
BIOTIQUE Green Apple Shampoo and Conditioner Men & Women (2 X 180 ml)  (360 ml),526.4,Ok :- Nice :- Good 👍,https://www.flipkart.com/biotique-green-apple-shampoo-conditioner-men-women-2-x-180-ml/p/itme5a0134eae6af?pid=SMPFV8RDRYAH9SXC&lid=LSTSMPFV8RDRYAH9SXCOOTIJH&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_23_893&otracker=search&fm=organic&iid=fe1017cb-0ab7-4a82-af66-035393d9ef07.SMPFV8RDRYAH9SXC.SEARCH&ppt=None&ppn=None&ssid=a2vjujzii80000001687547501162&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kelptow0/shampoo/s/x/c/360-green-apple-shampoo-and-conditioner-men-women-2-x-180-ml-original-imafv8zdbecgppfn.jpeg?q=70,"All types of shampoos are giving you best result for all types of hair problem all shampoo are best for you. Nourish your scalp with the moisturizing goodness of real natural effect softens and cleanses your hair leaving it healthier with every wash. Giving Long Strongest & Best Hair .giving You All Problems Free Hair Afte Use This ShampooApplied For	Daily Care
Hair Type	All Hair Types
Composition	Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Olea Europaea (Olive) Fruit Oil, Parfum (Fragrance), Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Disodium Edta, Sodium Hydroxide, Citric Acid, D&C Green 5 (Ci 61570), Fd & C Yellow 5 (Ci 19140), Fd & C Yellow 6 (Ci 15985), D&C Red 33 (Ci 17200)
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2
Country of Origin	indiaDaily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Aqua / Water / Eau, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Sodium Lauryl Sulfate, Olea Europaea (Olive) Fruit Oil, Parfum (Fragrance), Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Disodium Edta, Sodium Hydroxide, Citric Acid, D&C Green 5 (Ci 61570), Fd & C Yellow 5 (Ci 19140), Fd & C Yellow 6 (Ci 15985), D&C Red 33 (Ci 17200)"
Sunny Herbals Arnica SHAMPOO with Extra Conditioner(Pack of 3)  (150 ml),760.0,Nice  shampoo I loved it :- Super product i loved it .. :- Very good product,https://www.flipkart.com/sunny-herbals-arnica-shampoo-extra-conditioner-pack-3/p/itm3ed5bad90e47f?pid=SMPFJ4D2UTPZYXFG&lid=LSTSMPFJ4D2UTPZYXFGYHMBLW&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_23_894&otracker=search&fm=organic&iid=fe1017cb-0ab7-4a82-af66-035393d9ef07.SMPFJ4D2UTPZYXFG.SEARCH&ppt=None&ppn=None&ssid=a2vjujzii80000001687547501162&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jz05rww0/shampoo/x/f/g/150-arnica-shampoo-with-extra-conditioner-pack-of-3-sunny-original-imafj4haxtmkcjab.jpeg?q=70,"A unique formula with nutritive properties that helps control falling of hair & dandruff, gently & naturlly, besides bringing back moisture &shine to hair. A ph balanced shampoo which keeps hair fresh leaving them soft, lustrous & healthier, with a fragrance that's French.Applied For	Anti-dandruff, Anti-hair Fall
Hair Type	All Hair Types
Composition	Arnica, China & Cantharis
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	3Anti-dandruff, Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Arnica, China & Cantharis"
